用户名,帖子内容,留言用户名,留言时间,留言内容
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['有钱的奥黛丽朱丽野'],['22-3-4 22:02'],['好感动，要哭了！']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['宇宙未知快乐发射器layaya'],['22-3-4 21:54'],['妈的，哭了。']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['知名退堂鼓大师'],['22-3-4 21:54'],['加油']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['JANE猫23'],['22-3-4 21:55'],['这一声加油，真的泪目了']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['GuoX锅'],['22-3-4 21:55'],['加油']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['晓笙十三-July'],['22-3-4 21:55'],['加油！']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['谢谢你坚持唱歌并成为歌手'],['22-3-4 21:55'],['加油']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['佛系囍囍'],['22-3-4 21:55'],['真棒']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['小张同学的X-back_'],['22-3-4 21:55'],['加油']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['小鱼的小鱼山'],['22-3-4 21:55'],['好感动']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['尘埃X陷入月亮'],['22-3-4 21:55'],['加油！']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['smeagol'],['22-3-4 21:56'],['I’m wondering this is a feature or a bug']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['山上的风景太好下不去了怎么破'],['22-3-4 21:57'],['加油！只要心中充满希望，眼中就能看到光明！']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['我有只猫叫二狗'],['22-3-4 21:58'],['太棒了']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['不可以忘记的_'],['22-3-4 21:58'],['鸡皮疙瘩掉一地']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['Roy_凯隋源而玉玺'],['22-3-4 21:58'],['泪目']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['爱船好欢螺'],['22-3-4 21:58'],['一声加油，太感动了']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['小羊小羊超可爱'],['22-3-4 21:59'],['泪目']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['小呵姐与小熊妹'],['22-3-4 22:00'],['真的看哭了 加油:flexed_biceps:']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['弥月之轮'],['22-3-4 22:00'],['加油！']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['煊333666'],['22-3-4 22:00'],['加油']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['我是11年级的李易峰'],['22-3-4 22:00'],['那声加油破防了']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['长路漫漫_加油'],['22-3-4 22:01'],['加油呀']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['夏日里初落的雪'],['22-3-4 21:53'],[':China:加油和鼓掌声此起彼伏，他的坚持和努力和观众的鼓励让人动容，太感动了，眼泪都下来了雪容融雪容融雪容融']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['甜辣小梨001'],['22-3-4 21:53'],['好棒！为你们加油']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['熊耶8'],['22-3-4 21:53'],['被加油整破防']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['奶芙妹妹·'],['22-3-4 21:53'],[':crying_face:']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['溺水魚幹'],['22-3-4 21:53'],['加油']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['我有一朵梅花柒'],['22-3-4 21:53'],['手语老师也说了加油']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['阿软早点睡'],['22-3-4 21:53'],['我是真的会哭']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['麦麦的避风港'],['22-3-4 21:53'],['加油 加油加油！！！雪容融雪容融']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['祁SIYU'],['22-3-4 21:53'],[':China:雪容融']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['花浅觅'],['22-3-4 21:53'],['耀眼的是不屈的灵魂']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['张宏圣'],['22-3-4 21:53'],['泪目']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['王小愣QAQ824'],['22-3-4 21:53'],['转发微博']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['Yuki_Aiba'],['22-3-4 21:53'],['太厉害了，刚才看这段好感动']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['兔宝的小桃子'],['22-3-4 21:54'],['好感动']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['LSCJason'],['22-3-5 23:08'],['OK']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['探险家QAQ'],['22-3-5 23:09'],['。']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['迷糊傻蛋就是我'],['22-3-5 23:10'],['点亮光明，加油']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['狂气味'],['22-3-6 00:43'],['不变的大雪花，却在这一刻给了世人巨大惊喜']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['国砖吧_耳边事'],['22-3-6 07:30'],['一声加油，破防了']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['倩如suo'],['22-3-6 09:11'],['光明']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['方可展翅飞扬'],['22-3-6 15:17'],['隔着屏幕都想喊声加油']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['蓁蓁慧语'],['22-3-7 01:38'],['虽然很难，但总有希望！加油！！！']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['77向上生长'],['22-3-7 16:59'],[':folded_hands:']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['小助理的日常'],['22-3-7 17:23'],['在黑暗中摸索，他却感觉到了光明。']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['狗尾草的秘密'],['22-3-13 22:58'],['震撼']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['蓉儿爱古典'],['22-3-4 21:52'],['雪容融雪容融#盲人点燃冬残奥主火炬# 加油！中国:China:残奥运动健儿们！雪容融雪容融雪容融']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['奶味儿蓝爱玩过家家'],['22-3-4 21:52'],['满满的感动']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['KAYEEC02'],['22-3-4 21:52'],['好感动悲傷加油！']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['心闲岁月长xjl'],['22-3-4 21:52'],['破防']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['勿忘我的轮回dream'],['22-3-4 21:52'],['好感动']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['zero豆豆龙V'],['22-3-4 21:52'],['最感人的一幕']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['发呆板栗'],['22-3-4 21:52'],['他虽然看不见，但他却努力帮我们照亮黑夜带给我们光明与温暖']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['香香乳鸽'],['22-3-4 21:53'],['中国人一直团结在一起心连心我们永远在一起']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['小禾酱酱酱'],['22-3-4 21:53'],['加油']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['Y-J-Ze'],['22-3-4 21:53'],['加油！']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['六月奏'],['22-3-5 21:19'],['#四季六月# 穿过黑暗的光。']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['扬扬555'],['22-3-5 21:52'],['嗯嗯']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['我不要周游世界'],['22-3-5 22:00'],['不错']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['奔跑的大橙哥'],['22-3-5 22:08'],['太感人了:folded_hands:']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['施婆婆201711'],['22-3-5 22:23'],['路过']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['上窜下跳瞎蹦哒'],['22-3-5 22:55'],['加油']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['FEI歪'],['22-3-5 13:29'],['好棒']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['runningpig001'],['22-3-5 13:45'],['如果引导员不越俎代庖那一下就完美了']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['潘萍医师'],['22-3-5 15:05'],['那一刻点燃了所有人的梦想，加油']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['tang诗si'],['22-3-5 15:34'],['了不起']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['Janicexxl'],['22-3-5 16:06'],['加油']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['云中漫步-Cool'],['22-3-5 16:41'],['敬佩你们，自强不息的人']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['清欢六岁'],['22-3-5 17:46'],['难:clapping_hands:']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['aaaaa卷耳兔'],['22-3-5 17:52'],['破防了']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['团团早早美'],['22-3-5 18:27'],['加油']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['哇喔啊哦'],['22-3-5 18:38'],['看看']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['壹橆傾橖'],['22-3-5 18:55'],['加油！']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['哇塞会发光i'],['22-3-5 19:18'],['@蹦蹦跳跳真可爱zh']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['扛霸子玲爺'],['22-3-5 19:30'],['，']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['丫头片子略略略'],['22-3-5 20:04'],['加油']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['怪怪的怪可爱'],['22-3-5 11:07'],['我']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['弐靈弐弐夨坕'],['22-3-5 11:10'],['突然泪目']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['Sandy9221_547'],['22-3-5 11:17'],['黑夜中的一束光，']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['煙話的女孩'],['22-3-5 11:18'],['一起喊加油']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['雪落无声0925'],['22-3-5 11:49'],['感动加油']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['种花家小蜜蜂'],['22-3-5 11:53'],['加油']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['一叶飘零ts'],['22-3-5 11:59'],['加油！']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['喋喋喵吖'],['22-3-5 12:20'],['加油！']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['回味o0'],['22-3-5 12:41'],['有人搭了把手！']
['央视新闻'],['【#开幕式这声加油令人泪目#】视障运动员李端点燃北京冬残奥主火炬！现场响起一声响亮的“加油”！网友：虽然很难，但总有希望！火炬为你们闪亮！加油！#盲人点燃冬残奥主火炬# 央视新闻的微博视频 '],['谢烁瀚'],['22-3-5 13:16'],['2']
